artikelordernummer;Artikelname;EAN;Meta titel;Produktbeschreibung;Anwendung;Inhaltsstoffe
PF0101SL300VE;Liquid Soap Marseille 300ml FRESH VERBENA;3551780000300;Erlebe die Frische von Verbena - Flüssigseife Marseille 300ml;Luxuriöse Seife mit herrlich erfrischendem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Fresh Verbena verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel mit dem Duft von frischem, zitronigem Eisenkraut eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  Noten von frischem, zitronigem Eisenkraut  nachfüllbare, recyclebare Pumpflasche aus Glas;"Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.";Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Citral, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SS100CO;Scented Soap 100g COTTON FLOWER;3551780000423;Verwöhne dich mit dem Duft von Provence! Baumwollblüten Seife 100g;Stückseife mit floralem Duft Die Scented Soap Cotton Flower von Compagnie de Provence setzt auf die kostbare Zusammensetzung von traditioneller Marseille-Seife und pflanzlichen Ölen aus der Provence, um die Haut effektiv zu reinigen und sie zart zu parfümieren: Der blumige, zarte und pudrige Duft von Cotton Flower umhüllt die Sinne und erinnert auf wunderbare Weise an die einzigartige Weichheit von Baumwolle. Die sanfte Seife eignet sich hervorragend für die tägliche Hygiene beim Duschen oder Händewaschen.  Mehr zu diesem Produkt  Stückseife mit pflanzlichen Ölen reinigt sanft & effektiv  für die tägliche Anwendung pudriger, zarter & blumiger Duft;Mit wenig Wasser sanft zwischen den Händen aufschäumen und auf der Haut verteilen. Im Anschluss gründlich abspülen und die Haut eincremen.;Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Parfum (Fragrance), Palm Kernel Acid, Decyl Glucoside, Sodium Chloride, Limonene, Glycerin, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Linalool, Sodium Hydroxide, Tetrasodium Etidronate, Benzyl Alcohol, Citral, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis Leaf Extract, Tocopherol
PF0101SS100FI;Scented Soap 100g FIG OF PROVENCE;3551780000430;Verwöhne deine Haut mit dem Duft der Provence - Scented Soap Fig of Provence von La Compagnie de Provence;Stückseife mit mit exquisitem Duft Die Scented Soap Fog of Provence von Compagnie de Provence setzt auf die kostbare Zusammensetzung von traditioneller Marseille-Seife und pflanzlichen Ölen aus der Provence, um die Haut effektiv zu reinigen und sie mit den Noten von süßen Früchten zart zu parfümieren. Die sanfte Seife eignet sich hervorragend für die tägliche Hygiene beim Duschen oder Händewaschen.   Mehr zu diesem Produkt  Stückseife mit pflanzlichen Ölen reinigt sanft & effektiv  für die tägliche Anwendung Noten von süßen Früchten;Mit wenig Wasser sanft zwischen den Händen aufschäumen und auf der Haut verteilen. Im Anschluss gründlich abspülen und die Haut eincremen.;Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Parfum (Fragrance), Palm Kernel Acid, Decyl Glucoside, Sodium Chloride, Glycerin, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Sodium Hydroxide, Tetrasodium Etidronate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis Leaf Extract, Tocopherol
PF0101SS100LA;Scented Soap 100g AROMATIC LAVENDER;3551780000454;Verwöhne deine Haut mit der duftenden Seife Aromatic Lavender von La Compagnie de Provence - jetzt bei Parfumdreams bestellen!;Stückseife mit beruhigendem Duft Die Scented Soap Aromatic Lavender von Compagnie de Provence setzt auf die kostbare Zusammensetzung von traditioneller Marseille-Seife und pflanzlichen Ölen aus der Provence, um die Haut effektiv zu reinigen und sie mit dem beruhigenden Duft von Lavendel zart zu parfümieren. Die sanfte Seife eignet sich hervorragend für die tägliche Hygiene beim Duschen oder Händewaschen.   Mehr zu diesem Produkt  Stückseife mit pflanzlichen Ölen reinigt sanft & effektiv  für die tägliche Anwendung entspannender Lavendelduft ;Mit wenig Wasser sanft zwischen den Händen aufschäumen und auf der Haut verteilen. Im Anschluss gründlich abspülen und die Haut eincremen.;Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Parfum (Fragrance), Palm Kernel Acid, Decyl Glucoside, Sodium Chloride, Glycerin, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Linalool, Sodium Hydroxide, Tetrasodium Etidronate, Limonene, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis Leaf Extract, Tocopherol
PF0101SS100ME;Scented Soap 100g MEDITERRANEAN SEA;3551780000461;Verwöhn dich mit unserer duftenden Seife aus Frankreich - 100g MEDITERRANEAN SEA;Stückseife mit mediterranem Duft Die Scented Soap Mediterranean Sea von Compagnie de Provence setzt auf die kostbare Zusammensetzung von traditioneller Marseille-Seife und pflanzlichen Ölen aus der Provence, um die Haut effektiv zu reinigen und sie zart zu parfümieren: Mediterranean Sea vereint die Frische der Gischt mit den zarten Noten von sonnengereiften Blüten zu einem Duft, der an einen Tag am Mittelmeer erinnert. Die sanfte Seife eignet sich hervorragend für die tägliche Hygiene beim Duschen oder Händewaschen.  Mehr zu diesem Produkt  Stückseife mit pflanzlichen Ölen reinigt sanft & effektiv  für die tägliche Anwendung frische & zarte Noten;Mit wenig Wasser sanft zwischen den Händen aufschäumen und auf der Haut verteilen. Im Anschluss gründlich abspülen und die Haut eincremen.;Enriched with traditional Marseille soap and vegetable oils from Provence * : sweet almond oil, olive oil, and grape seed oil. *except grape seed oil, origin from France. INGREDIENTS : Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Parfum (Fragrance), Benzyl Salicylate, Palm Kernel Acid, Decyl Glucoside, Sodium Chloride, Glycerin, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Sodium Hydroxide, Geraniol, Tetrasodium Etidronate, Coumarin, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis Leaf Extract, Tocopherol
PF0101SS100PA;Scented Soap 100g PINK GRAPEFRUIT;3551780000485;Verwöhne dich mit unserer duftenden Seife - Pink Grapefruit, 100g;Stückseife mit frischem Duft Die Scented Soap Pink Grapefruit von Compagnie de Provence setzt auf die kostbare Zusammensetzung von traditioneller Marseille-Seife und pflanzlichen Ölen aus der Provence, um die Haut effektiv zu reinigen und sie zart zu parfümieren: In Pink Grapefruit vereint sich die Würze von Rosmarin und Thymian mit den frischen Noten von Pampelmuse und Orange zu einem sonnendurchfluteten Duft. Die sanfte Seife eignet sich hervorragend für die tägliche Hygiene beim Duschen oder Händewaschen.  Mehr zu diesem Produkt  Stückseife mit pflanzlichen Ölen reinigt sanft & effektiv  für die tägliche Anwendung sonniger, frischer Duft;Mit wenig Wasser sanft zwischen den Händen aufschäumen und auf der Haut verteilen. Im Anschluss gründlich abspülen und die Haut eincremen.;Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Parfum (Fragrance), Palm Kernel Acid, Decyl Glucoside, Sodium Chloride, Limonene, Glycerin, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Linalool, Sodium Hydroxide, Tetrasodium Etidronate, Benzyl Alcohol, Citral, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis Leaf Extract, Tocopherol
PF0101SS100RO;Scented Soap 100g WILD ROSE;3551780000492;Erlebe die hochwertige Hautpflege mit Scented Soap Wild Rose von La Compagnie de Provence - exklusiv aus Frankreich;Stückseife mit exquisitem Duft Die Scented Soap Wild Rose von Compagnie de Provence setzt auf die kostbare Zusammensetzung von traditioneller Marseille-Seife und pflanzlichen Ölen aus der Provence, um die Haut effektiv zu reinigen und sie mit den erfrischend-herbenNoten von frisch geschnittenen Rosen zart zu parfümieren. Die sanfte Seife eignet sich hervorragend für die tägliche Hygiene beim Duschen oder Händewaschen.  Mehr zu diesem Produkt  Stückseife mit pflanzlichen Ölen reinigt sanft & effektiv  für die tägliche Anwendung Noten von frisch geschnittenen Rosen;Mit wenig Wasser sanft zwischen den Händen aufschäumen und auf der Haut verteilen. Im Anschluss gründlich abspülen und die Haut eincremen.;Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Parfum (Fragrance), Palm Kernel Acid, Decyl Glucoside, Sodium Chloride, Citral, Glycerin, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Limonene, Linalool, Sodium Hydroxide, Citronellol, Tetrasodium Etidronate, Hexyl Cinnamal, Amyl Cinnamal, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis Leaf Extract, Tocopherol
PF0101CM100BO;Hand Cream 100ml OLIVE WOOD;3551780000614;Verwöhne deine Hände mit OLIVE WOOD Handcreme 100ml - 95% natürliche Inhaltsstoffe für seidig weiche Haut;Luxuriöse Handcreme mit sinnlichem Duft Die Hand Cream Olive Wood von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. In Olive Wood vereinen sich Zitrusfrüchte und Kampfer mit den Noten von sonnenerwärmten Hölzern zu einem sinnlichen Duft, der einen Hauch von Frische mit sich bringt.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  Noten von Kampfer, Zitrusfrüchten & edlen Hölzern;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Parfum (Fragrance), Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Limonene, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Linalool, Benzyl Alcohol, Citral, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM100CO;Hand Cream 100ml COTTON FLOWER;3551780000621;Verwöhne deine Hände mit Compagnie de Provence Handcreme Cotton Flower - 100ml;Luxuriöse Handcreme mit floralem Duft Die Hand Cream Cotton Flower von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Der blumige, zarte und pudrige Duft der Creme umhüllt Haut und Sinne und erinnert auf wunderbare Weise an die einzigartige Weichheit von Baumwolle.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  pudriger, zarter & blumiger Duft;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Parfum (Fragrance), Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Limonene, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Linalool, Benzyl Alcohol, Citral, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM100FI;Hand Cream 100ml FIG OF PROVENCE;3551780000638;Verwöhne deine Hände mit Feigenduft: Handcreme 100ml FIG OF PROVENCE;Luxuriöse Handcreme mit exquisitem Duft Die Hand Cream Fig of Provence von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Fig of Provence umhüllt Haut und Sinne mit den Noten von süßen Früchten, die an die in Grasse entstandene Feige der Provence erinnern.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,9 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  Noten von süßen Früchten;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Parfum (Fragrance), Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM100LA;Hand Cream 100ml AROMATIC LAVENDER;3551780000652;Verwöhne deine Hände mit AROMATIC LAVENDER Handcreme - 100ml;Luxus für die Hände Die Hand Cream Aromatic Lavender von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Aromatic Lavender vereint die Eleganz und die Kraft von Lavendel zu einem aromatischen Duft, der die Hände sanft umhüllt und die Sinne verführt.   Mehr zu diesem Produkt  pflegende Handcreme mit 96,9 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  aromatischer Lavendelduft;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Chlorphenesin, Parfum (Fragrance), Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Linalool, Limonene, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM100ME;Hand Cream 100ml MEDITERRANEAN SEA;3551780000669;Verwöhne deine Hände mit Compagnie de Provence Handcreme Mediterranean Sea - 100ml;Luxuriöse Handcreme mit mediterraner Brise Die Hand Cream Mediterranean Sea von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Mediterranean Sea vereint die Frische der Gischt mit den zarten Noten von sonnengereiften Blüten zu einem Duft, der an einen Tag am Mittelmeer erinnert.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  frische & zarte Noten;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Parfum (Fragrance), Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Benzyl Salicylate, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Geraniol, Coumarin, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM100PA;Hand Cream 100ml PINK GRAPEFRUIT;3551780000683;Verwöhne deine Hände mit fruchtigem Duft: Handcreme Pink Grapefruit von La Compagnie de Provence;Luxuriöse Handcreme mit frischem Duft Die Hand Cream Pink Grapefruit von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. In Pink Grapefruit vereint sich die Würze von Rosmarin und Thymian mit den frischen Noten von Pampelmuse und Orange zu einem sonnendurchfluteten Duft.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  sonniger, frischer Duft;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Parfum (Fragrance), Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Limonene, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Linalool, Benzyl Alcohol, Citral, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM100RO;Hand Cream 100ml WILD ROSE;3551780000690;Verwöhne deine Hände mit Compagnie de Provence Handcreme Wild Rose - 100ml;Luxuriöse Handcreme mit verführerischem Duft Die Hand Cream Wild Rose von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. In Wild Rose offenbart ein Bouquet aus frisch geschnittenen Rosen einen sinnlichen und verführerischen Duft.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  Noten von frisch geschnittenen Rosen;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Parfum (Fragrance), Vitis Vinifera (Grape) Seed Oil, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Hexyl Cinnamal, Linalool, Limonene, Alpha-Isomethyl Ionone, Geraniol, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM100VE;Hand Cream 100ml FRESH VERBENA;3551780000706;Verwöhne deine Hände mit frischem Zitronenverbena Duft - Handcreme 100ml;Luxuriöse Handcreme mit herrlich erfrischendem Duft Die Hand Cream Fresh Verbena von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Die frischen und zitronigen Noten von Eisenkraut umhüllt die Haut und belebt die Sinne.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  Duft von frischem, zitronigem Eisenkraut;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Chlorphenesin, Parfum (Fragrance), Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Citral, Limonene, Linalool, Citronellol, Hexyl Cinnamal, Amyl Cinnamal, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM030BO;Hand Cream 30ml OLIVE WOOD;3551780000713;Verwöhne deine Hände mit OLIVE WOOD Handcreme - 30ml;Luxuriöse Handcreme mit sinnlichem Duft Die Hand Cream Olive Wood von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. In Olive Wood vereinen sich Zitrusfrüchte und Kampfer mit den Noten von sonnenerwärmten Hölzern zu einem sinnlichen Duft, der einen Hauch von Frische mit sich bringt.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  Noten von Kampfer, Zitrusfrüchten & edlen Hölzern;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Parfum (Fragrance), Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Limonene, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Linalool, Benzyl Alcohol, Citral, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
